Codigo Geografico;REGION;PROVINCIA;DISTRITO;Cobertura Estudiantes;Medida Promedio Comprension Lectora;Medida Promedio Matematica;Lect_Previo al Inicio;Lect_En inicio;Lect_En proceso;Lect_Satisfactorio;Mat_Previo al Inicio;Mat_En inicio;Mat_En proceso;Mat_Satisfactorio;CUARTIL
140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;96.7;504.0;485.0;2.6;21.5;37.6;38.3;4.7;19.8;45.6;30.0;Q1
140302;LAMBAYEQUE;LAMBAYEQUE;CHOCHOPE;100.0;413.0;373.0;20.0;55.0;10.0;15.0;45.0;40.0;10.0;5.0;Q4
140303;LAMBAYEQUE;LAMBAYEQUE;ILLIMO;97.8;486.0;484.0;1.2;32.9;36.9;29.0;0.6;22.5;50.3;26.7;Q1
140304;LAMBAYEQUE;LAMBAYEQUE;JAYANCA;96.7;466.0;450.0;9.5;32.0;36.1;22.4;11.4;27.8;42.6;18.2;Q2
140305;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;96.3;476.0;472.0;7.0;24.0;43.4;25.6;5.4;22.2;46.6;25.7;Q2
140306;LAMBAYEQUE;LAMBAYEQUE;MORROPE;97.6;437.0;440.0;14.8;39.5;33.0;12.8;13.9;30.8;40.6;14.6;Q3
140307;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;91.5;465.0;446.0;8.7;31.7;38.2;21.4;11.6;25.4;50.3;12.7;Q3
140308;LAMBAYEQUE;LAMBAYEQUE;OLMOS;96.7;441.0;434.0;15.6;36.6;32.2;15.6;15.8;30.2;42.4;11.5;Q3
140309;LAMBAYEQUE;LAMBAYEQUE;PACORA;97.4;444.0;436.0;13.0;35.1;39.6;12.3;12.9;36.0;40.6;10.5;Q3
140310;LAMBAYEQUE;LAMBAYEQUE;SALAS;92.6;434.0;425.0;20.3;32.9;30.2;16.5;19.5;30.1;40.5;9.9;Q3
140311;LAMBAYEQUE;LAMBAYEQUE;SAN JOSE;97.8;473.0;467.0;8.5;28.8;35.7;27.0;9.7;23.3;40.9;26.1;Q2
140312;LAMBAYEQUE;LAMBAYEQUE;TUCUME;96.3;442.0;436.0;12.0;39.1;35.5;13.4;13.0;33.3;42.9;10.8;Q3
150101;LIMA METROPOLITANA;LIMA;LIMA;97.4;513.0;487.0;3.2;19.2;34.5;43.1;4.1;18.9;48.0;28.9;Q1
150102;LIMA METROPOLITANA;LIMA;ANCON;95.7;491.0;471.0;5.5;23.5;37.7;33.4;7.4;23.8;43.8;25.0;Q2
150103;LIMA METROPOLITANA;LIMA;ATE;95.2;494.0;481.0;4.4;24.5;36.2;35.0;5.4;20.1;46.5;28.0;Q2
150104;LIMA METROPOLITANA;LIMA;BARRANCO;97.3;524.0;493.0;1.9;15.1;33.3;49.7;2.9;18.2;47.2;31.7;Q1
150105;LIMA METROPOLITANA;LIMA;BREÑA;96.4;530.0;498.0;2.3;13.2;33.5;51.0;3.3;16.1;45.8;34.8;Q1
150106;LIMA METROPOLITANA;LIMA;CARABAYLLO;96.3;492.0;476.0;4.9;24.0;36.8;34.4;6.8;22.2;44.9;26.1;Q2
150107;LIMA METROPOLITANA;LIMA;CHACLACAYO;97.4;512.0;494.0;3.5;19.2;34.8;42.5;4.2;15.1;45.3;35.4;Q1
150108;LIMA METROPOLITANA;LIMA;CHORRILLOS;96.9;513.0;491.0;3.0;19.2;34.1;43.8;3.6;18.8;46.2;31.5;Q1
150109;LIMA METROPOLITANA;LIMA;CIENEGUILLA;94.9;495.0;481.0;5.5;23.8;35.3;35.4;6.7;22.9;41.0;29.4;Q2
150110;LIMA METROPOLITANA;LIMA;COMAS;95.9;500.0;479.0;3.9;22.0;36.4;37.7;5.1;21.7;46.6;26.6;Q2
150111;LIMA METROPOLITANA;LIMA;EL AGUSTINO;95.5;499.0;485.0;3.8;23.3;35.8;37.2;5.4;20.0;45.0;29.6;Q1
150112;LIMA METROPOLITANA;LIMA;INDEPENDENCIA;96.1;490.0;472.0;4.3;26.0;36.7;33.0;5.8;24.0;46.2;24.0;Q2
150113;LIMA METROPOLITANA;LIMA;JESUS MARIA;97.6;538.0;497.0;1.4;13.3;27.8;57.5;2.7;17.1;46.7;33.6;Q1
150114;LIMA METROPOLITANA;LIMA;LA MOLINA;98.0;561.0;519.0;1.1;8.9;24.9;65.2;1.8;10.5;43.5;44.2;Q1
150115;LIMA METROPOLITANA;LIMA;LA VICTORIA;96.8;500.0;480.0;4.0;22.3;35.9;37.8;5.0;21.6;46.3;27.1;Q2
150116;LIMA METROPOLITANA;LIMA;LINCE;96.3;529.0;493.0;2.2;15.0;33.6;49.2;3.8;16.3;48.6;31.3;Q1
150117;LIMA METROPOLITANA;LIMA;LOS OLIVOS;96.7;510.0;485.0;2.8;19.0;36.1;42.1;4.4;19.8;46.8;29.0;Q1
150118;LIMA METROPOLITANA;LIMA;LURIGANCHO;95.2;499.0;483.0;3.3;23.2;37.2;36.4;4.5;19.9;47.6;28.1;Q1
150119;LIMA METROPOLITANA;LIMA;LURIN;97.3;490.0;471.0;4.1;25.4;36.7;33.8;5.7;22.8;48.7;22.8;Q2
150120;LIMA METROPOLITANA;LIMA;MAGDALENA DEL MAR;96.7;529.0;490.0;0.8;16.5;32.9;49.8;2.9;16.3;51.7;29.2;Q1
150121;LIMA METROPOLITANA;LIMA;PUEBLO LIBRE;98.3;554.0;517.0;1.5;11.3;26.0;61.1;2.5;11.8;42.8;42.9;Q1
150122;LIMA METROPOLITANA;LIMA;MIRAFLORES;97.4;577.0;524.0;1.0;7.4;19.8;71.9;1.7;8.9;42.2;47.2;Q1
150123;LIMA METROPOLITANA;LIMA;PACHACAMAC;95.8;494.0;478.0;3.9;24.1;37.7;34.2;6.1;19.0;48.5;26.4;Q2
150124;LIMA METROPOLITANA;LIMA;PUCUSANA;95.1;474.0;465.0;7.5;32.3;33.7;26.5;13.0;20.2;41.7;25.0;Q2
150125;LIMA METROPOLITANA;LIMA;PUENTE PIEDRA;96.4;493.0;478.0;4.2;24.5;36.9;34.4;5.5;22.1;46.1;26.4;Q2
150126;LIMA METROPOLITANA;LIMA;PUNTA HERMOSA;96.4;490.0;501.0;5.7;17.0;37.7;39.6;0.0;24.5;35.8;39.6;Q1
150127;LIMA METROPOLITANA;LIMA;PUNTA NEGRA;86.4;489.0;470.0;5.3;26.1;37.2;31.4;7.8;20.9;48.7;22.6;Q2
150128;LIMA METROPOLITANA;LIMA;RIMAC;96.2;501.0;476.0;3.5;21.9;36.4;38.2;6.1;19.8;49.3;24.8;Q2
150129;LIMA METROPOLITANA;LIMA;SAN BARTOLO;96.2;471.0;461.0;7.4;37.2;34.8;20.6;5.7;28.2;44.5;21.5;Q2
150130;LIMA METROPOLITANA;LIMA;SAN BORJA;97.4;564.0;520.0;0.8;9.2;24.6;65.4;1.9;10.5;42.1;45.5;Q1
150131;LIMA METROPOLITANA;LIMA;SAN ISIDRO;99.1;575.0;530.0;1.1;5.6;21.7;71.6;1.5;7.1;43.4;47.9;Q1
150132;LIMA METROPOLITANA;LIMA;SAN JUAN DE LURIGANCHO;96.1;495.0;479.0;4.1;24.0;36.7;35.2;5.4;21.5;46.3;26.8;Q2
150133;LIMA METROPOLITANA;LIMA;SAN JUAN DE MIRAFLORES;96.1;496.0;473.0;4.0;24.6;35.4;36.0;5.9;23.0;47.2;23.9;Q2
150134;LIMA METROPOLITANA;LIMA;SAN LUIS;95.2;514.0;493.0;3.8;18.6;34.4;43.2;4.2;17.1;46.8;31.9;Q1
150135;LIMA METROPOLITANA;LIMA;SAN MARTIN DE PORRES;94.3;499.0;472.0;4.7;22.0;36.0;37.4;6.4;22.7;47.1;23.8;Q2
150136;LIMA METROPOLITANA;LIMA;SAN MIGUEL;95.2;540.0;498.0;2.5;13.0;28.3;56.2;3.9;14.9;47.6;33.6;Q1
150137;LIMA METROPOLITANA;LIMA;SANTA ANITA;94.9;502.0;488.0;3.5;23.0;34.7;38.7;4.4;20.6;43.3;31.7;Q1
150138;LIMA METROPOLITANA;LIMA;SANTA MARIA DEL MAR;100.0;502.0;475.0;0.0;30.8;23.1;46.2;0.0;23.1;53.8;23.1;Q2
150139;LIMA METROPOLITANA;LIMA;SANTA ROSA;72.9;;;;;;;;;;;
150140;LIMA METROPOLITANA;LIMA;SANTIAGO DE SURCO;97.9;564.0;523.0;1.6;9.6;23.4;65.5;2.1;10.6;41.2;46.1;Q1
150141;LIMA METROPOLITANA;LIMA;SURQUILLO;96.5;536.0;501.0;1.8;12.3;33.2;52.7;2.5;14.9;47.1;35.5;Q1
150142;LIMA METROPOLITANA;LIMA;VILLA EL SALVADOR;94.9;489.0;466.0;5.2;26.2;35.7;32.9;7.5;25.5;45.0;22.0;Q2
150143;LIMA METROPOLITANA;LIMA;VILLA MARIA DEL TRIUNFO;94.9;488.0;468.0;4.8;27.1;35.4;32.7;6.5;24.4;46.5;22.6;Q2
150201;LIMA PROVINCIA;BARRANCA;BARRANCA;98.0;504.0;493.0;3.4;20.0;38.2;38.4;5.4;17.0;43.7;33.9;Q1
150202;LIMA PROVINCIA;BARRANCA;PARAMONGA;98.7;498.0;484.0;4.4;23.4;36.3;35.9;7.3;18.8;43.5;30.4;Q1
150203;LIMA PROVINCIA;BARRANCA;PATIVILCA;97.2;506.0;518.0;4.2;17.2;32.4;46.3;2.5;11.0;39.9;46.6;Q1
150204;LIMA PROVINCIA;BARRANCA;SUPE;97.2;485.0;478.0;5.8;24.2;38.6;31.3;8.5;21.2;42.0;28.3;Q2
150205;LIMA PROVINCIA;BARRANCA;SUPE PUERTO;95.7;491.0;470.0;3.0;24.5;39.5;33.1;3.7;24.7;50.0;21.6;Q2
150301;LIMA PROVINCIA;CAJATAMBO;CAJATAMBO;100.0;501.0;498.0;0.0;15.6;49.8;34.6;2.7;13.0;49.8;34.6;Q1
150302;LIMA PROVINCIA;CAJATAMBO;COPA;100.0;437.0;414.0;14.3;33.3;47.6;4.8;14.3;47.6;33.3;4.8;Q3
150303;LIMA PROVINCIA;CAJATAMBO;GORGOR;100.0;475.0;469.0;11.5;26.9;42.4;19.2;7.7;11.5;65.4;15.4;Q2
150304;LIMA PROVINCIA;CAJATAMBO;HUANCAPON;100.0;401.0;431.0;30.0;50.0;20.0;0.0;10.0;60.0;20.0;10.0;Q3
150305;LIMA PROVINCIA;CAJATAMBO;MANAS;100.0;561.0;535.0;0.0;0.0;42.9;57.1;0.0;14.3;28.6;57.1;Q1
150401;LIMA PROVINCIA;CANTA;CANTA;89.6;515.0;500.0;2.6;21.2;35.3;40.9;5.1;7.2;46.4;41.2;Q1
150402;LIMA PROVINCIA;CANTA;ARAHUAY;100.0;542.0;661.0;0.0;0.0;50.0;50.0;0.0;0.0;0.0;100.0;Q1
150403;LIMA PROVINCIA;CANTA;HUAMANTANGA;60.0;;;;;;;;;;;
150404;LIMA PROVINCIA;CANTA;HUAROS;90.9;475.0;510.0;10.9;41.8;9.1;38.2;0.0;21.8;49.1;29.1;Q1
150405;LIMA PROVINCIA;CANTA;LACHAQUI;100.0;455.0;433.0;25.0;25.0;16.7;33.3;25.0;16.7;41.7;16.7;Q3
150407;LIMA PROVINCIA;CANTA;SANTA ROSA DE QUIVES;93.7;522.0;526.0;0.9;10.7;37.0;51.4;0.9;3.7;49.1;46.3;Q1
150501;LIMA PROVINCIA;CAÑETE;SAN VICENTE DE CAÑETE;96.5;488.0;467.0;5.8;26.5;34.3;33.4;6.9;26.8;43.7;22.6;Q2
150502;LIMA PROVINCIA;CAÑETE;ASIA;93.8;478.0;455.0;3.6;30.9;40.5;24.9;5.6;29.5;53.9;10.9;Q2
150503;LIMA PROVINCIA;CAÑETE;CALANGO;100.0;468.0;452.0;25.0;16.6;25.0;33.4;20.7;20.9;24.9;33.4;Q2
150504;LIMA PROVINCIA;CAÑETE;CERRO AZUL;93.3;455.0;449.0;7.7;37.8;35.9;18.6;12.0;23.8;46.6;17.6;Q2
150505;LIMA PROVINCIA;CAÑETE;CHILCA;96.6;485.0;466.0;6.9;26.7;35.6;30.8;6.7;25.2;44.4;23.7;Q2
150506;LIMA PROVINCIA;CAÑETE;COAYLLO;100.0;510.0;509.0;0.0;20.0;20.0;60.0;0.0;20.0;40.0;40.0;Q1
150507;LIMA PROVINCIA;CAÑETE;IMPERIAL;95.5;481.0;478.0;5.0;28.7;39.0;27.3;6.2;20.0;47.6;26.2;Q2
150508;LIMA PROVINCIA;CAÑETE;LUNAHUANA;100.0;482.0;487.0;7.4;22.3;40.7;29.5;3.7;18.6;48.2;29.5;Q1
150509;LIMA PROVINCIA;CAÑETE;MALA;96.6;501.0;482.0;5.3;21.4;33.0;40.2;5.5;21.0;44.9;28.6;Q1
150510;LIMA PROVINCIA;CAÑETE;NUEVO IMPERIAL;99.2;471.0;462.0;5.3;31.5;38.7;24.4;7.2;23.6;48.3;20.9;Q2
150511;LIMA PROVINCIA;CAÑETE;PACARAN;100.0;492.0;506.0;3.6;17.9;35.9;42.6;14.3;17.9;35.9;31.8;Q1
150512;LIMA PROVINCIA;CAÑETE;QUILMANA;91.5;468.0;441.0;8.1;30.4;38.3;23.3;13.0;32.1;39.8;15.2;Q3
150513;LIMA PROVINCIA;CAÑETE;SAN ANTONIO;95.9;510.0;505.0;5.8;18.4;27.1;48.7;7.2;15.6;37.2;40.0;Q1
150514;LIMA PROVINCIA;CAÑETE;SAN LUIS;96.3;479.0;469.0;4.8;24.6;44.3;26.3;4.8;22.6;51.9;20.8;Q2
150515;LIMA PROVINCIA;CAÑETE;SANTA CRUZ DE FLORES;100.0;556.0;550.0;0.0;9.1;36.4;54.5;0.0;9.1;40.9;50.0;Q1
150516;LIMA PROVINCIA;CAÑETE;ZUÑIGA;90.9;466.0;491.0;20.0;10.0;40.0;30.0;10.0;20.0;20.0;50.0;Q1
150601;LIMA PROVINCIA;HUARAL;HUARAL;93.7;493.0;485.0;4.8;24.2;35.0;36.0;5.6;20.1;44.1;30.2;Q1
150602;LIMA PROVINCIA;HUARAL;ATAVILLOS ALTO;100.0;438.0;412.0;16.7;33.3;33.3;16.7;16.7;33.3;50.0;0.0;Q4
150603;LIMA PROVINCIA;HUARAL;ATAVILLOS BAJO;100.0;509.0;485.0;7.1;21.4;21.4;50.0;0.0;35.7;42.9;21.4;Q1
150604;LIMA PROVINCIA;HUARAL;AUCALLAMA;98.3;470.0;461.0;8.6;29.0;35.3;27.1;10.4;24.0;41.8;23.8;Q2
150605;LIMA PROVINCIA;HUARAL;CHANCAY;92.2;496.0;483.0;4.7;22.8;36.5;36.0;3.8;21.1;48.6;26.6;Q1
150606;LIMA PROVINCIA;HUARAL;IHUARI;91.7;393.0;384.0;31.6;47.9;20.5;0.0;33.3;33.0;30.9;2.8;Q4
150608;LIMA PROVINCIA;HUARAL;PACARAOS;100.0;382.0;378.0;55.6;33.3;0.0;11.1;44.4;33.3;22.2;0.0;Q4
150609;LIMA PROVINCIA;HUARAL;SAN MIGUEL DE ACOS;100.0;496.0;501.0;0.0;25.0;50.0;25.0;0.0;0.0;62.5;37.5;Q1
150612;LIMA PROVINCIA;HUARAL;VEINTISIETE DE NOVIEMBRE;100.0;454.0;425.0;16.7;16.7;50.0;16.7;16.7;16.7;66.7;0.0;Q3
150701;LIMA PROVINCIA;HUAROCHIRÍ;MATUCANA;97.1;492.0;472.0;2.9;20.0;39.3;37.8;3.0;21.5;53.5;22.0;Q2
150702;LIMA PROVINCIA;HUAROCHIRÍ;ANTIOQUIA;100.0;407.0;406.0;25.0;43.8;25.0;6.3;25.0;31.3;43.8;0.0;Q4
150703;LIMA PROVINCIA;HUAROCHIRÍ;CALLAHUANCA;100.0;426.0;463.0;0.0;75.0;25.0;0.0;0.0;25.0;50.0;25.0;Q2
150704;LIMA PROVINCIA;HUAROCHIRÍ;CARAMPOMA;100.0;488.0;447.0;0.0;28.6;42.9;28.6;14.3;14.3;57.1;14.3;Q3
150705;LIMA PROVINCIA;HUAROCHIRÍ;CHICLA;96.6;501.0;484.0;0.0;37.7;23.2;39.1;10.6;19.7;35.6;34.1;Q1
150706;LIMA PROVINCIA;HUAROCHIRÍ;CUENCA;100.0;381.0;401.0;40.0;40.0;20.0;0.0;60.0;0.0;20.0;20.0;Q4
150708;LIMA PROVINCIA;HUAROCHIRÍ;HUANZA;100.0;439.0;434.0;20.0;40.0;20.0;20.0;0.0;40.0;60.0;0.0;Q3
150709;LIMA PROVINCIA;HUAROCHIRÍ;HUAROCHIRI;100.0;413.0;401.0;35.3;23.5;29.4;11.8;23.5;35.3;35.3;5.9;Q4
150710;LIMA PROVINCIA;HUAROCHIRÍ;LAHUAYTAMBO;100.0;400.0;516.0;0.0;100.0;0.0;0.0;0.0;0.0;66.7;33.3;Q1
150711;LIMA PROVINCIA;HUAROCHIRÍ;LANGA;100.0;313.0;317.0;66.7;33.3;0.0;0.0;83.3;16.7;0.0;0.0;Q4
150713;LIMA PROVINCIA;HUAROCHIRÍ;MARIATANA;100.0;417.0;421.0;20.0;60.0;10.0;10.0;10.0;60.0;10.0;20.0;Q3
150714;LIMA PROVINCIA;HUAROCHIRÍ;RICARDO PALMA;100.0;501.0;480.0;2.2;18.1;44.8;35.0;3.2;19.0;50.1;27.7;Q2
150715;LIMA PROVINCIA;HUAROCHIRÍ;SAN ANDRES DE TUPICOCHA;95.0;422.0;409.0;25.2;47.5;10.9;16.3;10.4;53.0;36.6;0.0;Q4
150716;LIMA PROVINCIA;HUAROCHIRÍ;SAN ANTONIO;94.4;479.0;463.0;6.6;28.3;36.6;28.5;7.6;25.2;46.2;21.1;Q2
150717;LIMA PROVINCIA;HUAROCHIRÍ;SAN BARTOLOME;92.3;542.0;498.0;8.3;0.0;41.7;50.0;0.0;16.7;41.7;41.7;Q1
150718;LIMA PROVINCIA;HUAROCHIRÍ;SAN DAMIAN;100.0;471.0;475.0;24.7;4.9;25.1;45.2;19.8;14.9;30.1;35.2;Q2
150719;LIMA PROVINCIA;HUAROCHIRÍ;SAN JUAN DE IRIS;100.0;374.0;318.0;66.7;0.0;33.3;0.0;66.7;33.3;0.0;0.0;Q4
150720;LIMA PROVINCIA;HUAROCHIRÍ;SAN JUAN DE TANTARANCHE;100.0;421.0;393.0;21.4;42.9;21.4;14.3;35.7;28.6;28.6;7.1;Q4
150721;LIMA PROVINCIA;HUAROCHIRÍ;SAN LORENZO DE QUINTI;100.0;451.0;433.0;7.2;42.8;28.5;21.5;14.4;35.6;42.8;7.2;Q3
150722;LIMA PROVINCIA;HUAROCHIRÍ;SAN MATEO;93.8;469.0;476.0;11.9;30.5;30.5;27.1;11.9;18.6;44.1;25.4;Q2
150723;LIMA PROVINCIA;HUAROCHIRÍ;SAN MATEO DE OTAO;100.0;534.0;511.0;20.0;0.0;20.0;60.0;0.0;20.0;40.0;40.0;Q1
150724;LIMA PROVINCIA;HUAROCHIRÍ;SAN PEDRO DE CASTA;87.5;483.0;445.0;28.6;14.3;0.0;57.1;0.0;28.6;57.1;14.3;Q3
150727;LIMA PROVINCIA;HUAROCHIRÍ;SANTA CRUZ DE COCACHACRA;100.0;494.0;486.0;7.1;26.2;33.3;33.3;4.8;16.7;47.6;31.0;Q1
150728;LIMA PROVINCIA;HUAROCHIRÍ;SANTA EULALIA;90.8;510.0;495.0;4.0;20.8;33.8;41.4;3.1;20.8;41.8;34.3;Q1
150731;LIMA PROVINCIA;HUAROCHIRÍ;SANTO DOMINGO DE LOS OLLEROS;96.7;470.0;443.0;8.4;29.7;41.7;20.3;8.6;43.5;32.8;15.2;Q3
150732;LIMA PROVINCIA;HUAROCHIRÍ;SURCO;100.0;453.0;439.0;0.0;58.3;33.3;8.3;8.3;33.3;50.0;8.3;Q3
150801;LIMA PROVINCIA;HUAURA;HUACHO;97.8;514.0;487.0;2.3;19.0;35.6;43.1;4.9;18.5;47.2;29.3;Q1
150802;LIMA PROVINCIA;HUAURA;AMBAR;100.0;431.0;394.0;7.1;50.2;42.7;0.0;43.0;21.6;21.3;14.2;Q4
150803;LIMA PROVINCIA;HUAURA;CALETA DE CARQUIN;98.6;476.0;459.0;11.7;26.4;35.3;26.6;11.7;24.7;42.9;20.6;Q2
150805;LIMA PROVINCIA;HUAURA;HUALMAY;98.6;494.0;473.0;5.3;22.5;36.1;36.1;5.0;24.6;45.3;25.2;Q2
150806;LIMA PROVINCIA;HUAURA;HUAURA;96.3;492.0;466.0;1.8;24.7;43.9;29.6;6.1;26.5;48.0;19.4;Q2
150807;LIMA PROVINCIA;HUAURA;LEONCIO PRADO;87.9;446.0;448.0;12.1;39.4;36.4;12.1;12.1;36.4;27.3;24.2;Q3
150808;LIMA PROVINCIA;HUAURA;PACCHO;95.2;403.0;403.0;26.7;40.6;21.6;11.1;24.8;31.1;44.1;0.0;Q4
150809;LIMA PROVINCIA;HUAURA;SANTA LEONOR;100.0;441.0;465.0;17.6;35.3;29.4;17.6;5.9;5.9;64.7;23.5;Q2
150810;LIMA PROVINCIA;HUAURA;SANTA MARIA;97.2;510.0;482.0;3.4;17.9;36.9;41.9;5.3;19.0;46.4;29.3;Q1
150811;LIMA PROVINCIA;HUAURA;SAYAN;98.6;479.0;473.0;4.7;30.3;36.1;28.9;6.5;22.5;47.4;23.7;Q2
150812;LIMA PROVINCIA;HUAURA;VEGUETA;94.7;468.0;454.0;8.2;28.9;38.2;24.6;9.3;30.8;41.5;18.3;Q2
150901;LIMA PROVINCIA;OYÓN;OYON;99.2;503.0;508.0;3.7;23.7;35.6;37.0;3.2;17.1;36.6;43.0;Q1
150902;LIMA PROVINCIA;OYÓN;ANDAJES;100.0;428.0;420.0;20.0;40.0;40.0;0.0;0.0;60.0;40.0;0.0;Q3
150904;LIMA PROVINCIA;OYÓN;COCHAMARCA;97.4;406.0;386.0;37.6;31.3;23.4;7.7;34.8;31.1;31.6;2.6;Q4
150905;LIMA PROVINCIA;OYÓN;NAVAN;100.0;446.0;444.0;7.1;50.0;28.6;14.3;0.0;42.9;42.9;14.3;Q3
150906;LIMA PROVINCIA;OYÓN;PACHANGARA;100.0;469.0;467.0;1.7;35.0;39.9;23.4;8.4;16.6;54.9;20.1;Q2
151001;LIMA PROVINCIA;YAUYOS;YAUYOS;100.0;525.0;523.0;0.0;10.0;35.0;55.0;0.0;0.0;55.0;45.0;Q1
151003;LIMA PROVINCIA;YAUYOS;ALLAUCA;100.0;484.0;529.0;6.6;13.4;53.3;26.7;0.0;13.3;33.3;53.4;Q1
151004;LIMA PROVINCIA;YAUYOS;AYAVIRI;100.0;493.0;509.0;0.0;60.0;0.0;40.0;0.0;20.0;40.0;40.0;Q1
151005;LIMA PROVINCIA;YAUYOS;AZANGARO;100.0;452.0;405.0;11.1;44.4;33.3;11.1;33.3;22.2;44.4;0.0;Q4
151006;LIMA PROVINCIA;YAUYOS;CACRA;100.0;474.0;583.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;100.0;Q1
151008;LIMA PROVINCIA;YAUYOS;CATAHUASI;100.0;481.0;451.0;8.1;22.2;38.4;31.3;8.1;30.3;46.5;15.2;Q2
151009;LIMA PROVINCIA;YAUYOS;CHOCOS;90.0;408.0;379.0;20.0;55.0;12.5;12.5;40.0;47.5;12.5;0.0;Q4
151011;LIMA PROVINCIA;YAUYOS;COLONIA;100.0;457.0;443.0;0.0;53.8;15.4;30.8;15.4;30.8;38.5;15.4;Q3
151012;LIMA PROVINCIA;YAUYOS;HONGOS;100.0;504.0;518.0;0.0;16.7;50.0;33.3;0.0;0.0;50.0;50.0;Q1
151016;LIMA PROVINCIA;YAUYOS;HUANTAN;100.0;494.0;467.0;0.0;15.4;61.5;23.1;0.0;22.9;53.8;23.3;Q2
151017;LIMA PROVINCIA;YAUYOS;HUAÑEC;100.0;627.0;570.0;0.0;20.0;0.0;80.0;0.0;0.0;40.0;60.0;Q1
151018;LIMA PROVINCIA;YAUYOS;LARAOS;100.0;554.0;558.0;0.0;0.0;33.3;66.7;0.0;0.0;11.1;88.9;Q1
151019;LIMA PROVINCIA;YAUYOS;LINCHA;100.0;488.0;474.0;0.0;16.7;58.3;25.0;0.0;8.3;83.3;8.3;Q2
151020;LIMA PROVINCIA;YAUYOS;MADEAN;92.3;449.0;499.0;0.0;36.2;54.8;9.0;0.0;9.0;50.0;41.0;Q1
151023;LIMA PROVINCIA;YAUYOS;PUTINZA;100.0;449.0;483.0;9.1;36.4;36.4;18.2;0.0;45.5;36.4;18.2;Q1
151024;LIMA PROVINCIA;YAUYOS;QUINCHES;100.0;453.0;482.0;8.3;49.9;8.4;33.4;8.3;24.9;33.3;33.5;Q1
151025;LIMA PROVINCIA;YAUYOS;QUINOCAY;100.0;471.0;466.0;9.1;36.4;36.4;18.2;9.1;9.1;54.5;27.3;Q2
151028;LIMA PROVINCIA;YAUYOS;TANTA;81.8;426.0;393.0;25.0;37.5;12.5;25.0;25.0;37.5;37.5;0.0;Q4
151029;LIMA PROVINCIA;YAUYOS;TAURIPAMPA;100.0;441.0;485.0;0.0;50.0;50.0;0.0;0.0;25.0;25.0;50.0;Q1
151030;LIMA PROVINCIA;YAUYOS;TOMAS;83.3;485.0;534.0;0.0;20.0;60.0;20.0;0.0;0.0;40.0;60.0;Q1
151032;LIMA PROVINCIA;YAUYOS;VIÑAC;100.0;484.0;506.0;6.4;19.3;45.1;29.1;3.2;12.9;35.4;48.4;Q1
160101;LORETO;MAYNAS;IQUITOS;93.1;455.0;420.0;11.5;34.9;33.2;20.4;18.9;36.4;36.5;8.2;Q3
160102;LORETO;MAYNAS;ALTO NANAY;85.9;;;;;;;;;;;
160103;LORETO;MAYNAS;FERNANDO LORES;91.0;362.0;343.0;51.9;33.6;12.8;1.8;61.0;27.0;11.7;0.3;Q4
160104;LORETO;MAYNAS;INDIANA;90.9;386.0;362.0;43.6;25.2;24.1;7.1;52.1;19.8;21.5;6.6;Q4
160105;LORETO;MAYNAS;LAS AMAZONAS;90.1;358.0;351.0;51.1;30.4;13.3;5.2;54.8;25.9;14.9;4.4;Q4
160106;LORETO;MAYNAS;MAZAN;87.3;358.0;345.0;57.6;29.1;8.4;4.9;63.3;25.8;6.6;4.3;Q4
160107;LORETO;MAYNAS;NAPO;89.8;350.0;315.0;55.3;34.6;8.0;2.1;77.1;19.2;3.8;0.0;Q4
160108;LORETO;MAYNAS;PUNCHANA;92.2;416.0;391.0;26.2;38.1;25.1;10.6;36.2;30.5;27.3;5.9;Q4
160110;LORETO;MAYNAS;TORRES CAUSANA;100.0;369.0;306.0;62.5;12.5;12.5;12.5;75.0;25.0;0.0;0.0;Q4
160112;LORETO;MAYNAS;BELEN;92.8;415.0;384.0;24.3;42.2;23.5;10.0;37.5;39.3;18.0;5.2;Q4
160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;92.4;418.0;393.0;22.4;41.8;26.0;9.7;31.4;38.0;25.8;4.9;Q4
160201;LORETO;ALTO AMAZONAS;YURIMAGUAS;95.8;429.0;398.0;18.8;41.2;28.1;11.8;28.8;37.9;27.6;5.8;Q4
160202;LORETO;ALTO AMAZONAS;BALSAPUERTO;77.8;;;;;;;;;;;
160205;LORETO;ALTO AMAZONAS;JEBEROS;98.1;325.0;297.0;79.5;16.6;2.9;1.0;90.3;7.8;1.9;0.0;Q4
160206;LORETO;ALTO AMAZONAS;LAGUNAS;91.5;379.0;350.0;39.4;40.9;15.4;4.3;55.5;30.3;12.2;2.0;Q4
160210;LORETO;ALTO AMAZONAS;SANTA CRUZ;90.9;342.0;317.0;64.1;27.7;8.2;0.0;70.0;24.8;5.3;0.0;Q4
160211;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;98.2;388.0;357.0;35.1;43.5;14.8;6.7;48.6;39.2;8.0;4.2;Q4
